SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily River Water Discharge (m3/sec)
6057,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,19-07-2016 14:00,0
6058,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,19-07-2016 17:00,0
6059,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,20-07-2016 08:00,0
6060,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,20-07-2016 11:00,0
6061,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,20-07-2016 14:00,0
6062,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,20-07-2016 17:00,0
6063,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,21-07-2016 08:00,0
6064,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,21-07-2016 11:00,0
6065,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,21-07-2016 14:00,0
6066,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,21-07-2016 17:00,0
6067,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,22-07-2016 08:00,0
6068,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,22-07-2016 11:00,0
6069,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,22-07-2016 14:00,0
6070,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,22-07-2016 17:00,0
6071,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,23-07-2016 08:00,0
6072,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,23-07-2016 11:00,0
6073,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,23-07-2016 14:00,0
6074,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,23-07-2016 17:00,0
6075,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,24-07-2016 08:00,0
6076,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,24-07-2016 11:00,0
6077,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,24-07-2016 14:00,0
6078,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,24-07-2016 17:00,0
6079,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,25-07-2016 08:00,0
6080,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,25-07-2016 11:00,0
6081,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,25-07-2016 14:00,0
6082,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,25-07-2016 17:00,0
6083,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,26-07-2016 08:00,0
6084,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,26-07-2016 11:00,0
6085,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,26-07-2016 14:00,0
6086,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,26-07-2016 17:00,0
6087,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,27-07-2016 08:00,0
6088,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,27-07-2016 11:00,0
6089,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,27-07-2016 14:00,0
6090,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,27-07-2016 17:00,0
6091,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,28-07-2016 08:00,0
6092,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,28-07-2016 11:00,0
6093,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,28-07-2016 14:00,0
6094,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,28-07-2016 17:00,0
6095,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,29-07-2016 08:00,0
6096,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,29-07-2016 11:00,0
6097,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,29-07-2016 14:00,0
6098,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,29-07-2016 17:00,0
6099,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,30-07-2016 08:00,0
6100,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,30-07-2016 11:00,0
6101,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,30-07-2016 14:00,0
6102,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,30-07-2016 17:00,0
6103,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,31-07-2016 08:00,1
6104,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,31-07-2016 11:00,0.52
6105,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,31-07-2016 14:00,0
6106,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,31-07-2016 17:00,0
6107,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,01-08-2016 08:00,16.42
6108,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,01-08-2016 11:00,11.798
6109,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,01-08-2016 14:00,7.932
6110,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,01-08-2016 17:00,11.15
6111,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,02-08-2016 08:00,238.427
6112,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,02-08-2016 11:00,90.792
6113,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,02-08-2016 14:00,51.852
6114,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,02-08-2016 17:00,30.297
6115,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,03-08-2016 08:00,16.315
6116,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,03-08-2016 11:00,11.15
6117,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,03-08-2016 14:00,11.298
6118,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,03-08-2016 17:00,11.32
6119,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,04-08-2016 08:00,11.306
6120,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,04-08-2016 11:00,11.08
6121,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,04-08-2016 14:00,7.45
6122,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,04-08-2016 17:00,7.49
6123,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,05-08-2016 08:00,7.493
6124,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,05-08-2016 11:00,30.49
6125,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,05-08-2016 14:00,16.412
6126,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,05-08-2016 17:00,11.11
6127,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,06-08-2016 08:00,161.594
6128,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,06-08-2016 11:00,132.718
6129,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,06-08-2016 14:00,147.85
6130,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,06-08-2016 17:00,132.48
6131,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,07-08-2016 08:00,16.312
6132,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,07-08-2016 11:00,16.27
6133,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,07-08-2016 14:00,11.31
6134,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,07-08-2016 17:00,11.34
6135,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,08-08-2016 08:00,7.43
6136,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,08-08-2016 11:00,7.215
6137,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,08-08-2016 14:00,16.28
6138,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,08-08-2016 17:00,11.41
6139,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,09-08-2016 08:00,22.38
6140,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,09-08-2016 11:00,11.225
6141,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,09-08-2016 14:00,11.22
6142,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,09-08-2016 17:00,11.02
6143,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,10-08-2016 08:00,40.385
6144,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,10-08-2016 11:00,51.29
6145,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,10-08-2016 14:00,51.195
6146,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,10-08-2016 17:00,40.415
6147,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,11-08-2016 08:00,11.435
6148,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,11-08-2016 11:00,11.41
6149,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,11-08-2016 14:00,7.47
6150,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,11-08-2016 17:00,7.31
6151,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,12-08-2016 08:00,3.11
6152,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,12-08-2016 11:00,3.115
6153,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,12-08-2016 14:00,3.115
6154,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,12-08-2016 17:00,3.11
6155,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,13-08-2016 08:00,1.38
6156,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,13-08-2016 11:00,1.23
6157,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,13-08-2016 14:00,1.115
6158,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,13-08-2016 17:00,0.52
6159,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,14-08-2016 08:00,0
6160,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,01-09-2016 08:00,0
6161,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,01-09-2016 11:00,0
6162,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,01-09-2016 14:00,0
6163,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,01-09-2016 17:00,0
6164,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,02-09-2016 08:00,0
6165,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,02-09-2016 11:00,0
6166,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,02-09-2016 14:00,0
6167,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,02-09-2016 17:00,0
6168,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,03-09-2016 08:00,0
6169,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,03-09-2016 11:00,0
6170,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,03-09-2016 14:00,0
6171,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,03-09-2016 17:00,0
6172,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,04-09-2016 08:00,0
6173,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,04-09-2016 11:00,0
6174,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,04-09-2016 14:00,0
6175,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,04-09-2016 17:00,0
6176,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,05-09-2016 08:00,0
6177,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,05-09-2016 11:00,0
6178,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,05-09-2016 14:00,0
6179,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,05-09-2016 17:00,0
6180,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,06-09-2016 08:00,0
6181,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,06-09-2016 11:00,0
6182,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,06-09-2016 14:00,0
6183,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,06-09-2016 17:00,0
6184,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,07-09-2016 08:00,0
6185,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,07-09-2016 11:00,0
6186,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,07-09-2016 14:00,0
6187,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,07-09-2016 17:00,0
6188,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,08-09-2016 08:00,0
6189,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,08-09-2016 11:00,0
6190,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,08-09-2016 14:00,0
6191,Tan   Amba,Gujarat SW GW,24,Gujarat,462,Valsad,DHARAMPUR,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.59444444,73.23444444,08-09-2016 17:00,0
